"","PriceCl.Nl","PriceCl.Rl","RSI","ClxVWAP20","ClxBB","RSI.Rl","RSI.Nl","PriceCl.Gl","pnADX","ClxVWAP20.Ns","RSI.Gl","pnADX.Rl","ClxVWAP20.Rl","PriceCl.Ns","ClxBB.Rl","AD.Nl","ClxVWAP20.Nl","RSI.Ns","ClxSAR.Rs","MACD","ClxSAR","PriceCl","OBV.Gl","pnADX.Nl","AD","OBV.Ns","RotGer"
"3330",0.0274272303883656,0.815183302692765,55.6327722734653,-0.000198142142763854,-0.0428696550934309,0.154132027753305,-0.119743636165215,0.00212422140445634,18.6005164818654,-1.23338511138256,-0.000810524336162688,0.708727556972399,0.171946275182198,-0.00810059854587863,0.230129028149724,0.00268324939011322,-1.08157068775664,-0.0527068425114442,0.146117289480583,-0.230909008736375,-0.0311997694114529,66685,0.00073726223320536,-0.17245740978382,1151.14594376047,-0.0115100972601511,0
"3331",0.0155423171594773,0.745106521033849,52.7920610378189,-0.00108249040217177,-0.260234114835128,0.0208982371382498,-0.163139935494041,0.00187197133526551,17.5169443463377,-3.49387803457702,-0.00185359863181878,0.692091077489523,0.032077423909013,-0.0142833899802817,0.0186687394584294,-0.00246169177458633,-1.46322045896024,-0.0833495370242593,0.0717220600713067,-0.313617820171542,-0.038771377799084,66037,0.000495554601246839,-0.222965203424663,1145.87784519659,-0.0139869203027959,0
"3332",-0.000775378284801786,0.641505353087488,48.9148708880026,-0.002348177858982,-0.522130938753617,0,-0.222243966801753,0.00158643405118619,-17.1217661670136,38.1945530147792,-0.0030307832138895,0.160270280447693,0,-0.0239531106348453,0,-0.00630416915769727,-2.05562576432387,-0.128551487470459,0,-0.355799070662153,-0.0509661868450326,65079,0.000494289241233403,-1.781767006312,1142.05956382927,-0.0164849945631389,0
"3333",-0.00570167371712338,0.582602512443707,48.1131804840326,-0.00250187594492805,-0.486250954624028,0,-0.233260829471579,0.00175803591306556,-17.3517976853696,4.12621435315179,-0.00225653250918745,0.156738522376339,0,-0.0228413397521253,0.0282379975334044,-0.00348340382427959,-2.17090077166749,-0.122307680897406,0.00112180952510623,-0.60952633737948,-0.0508664828225543,64872,0.000493557847901949,-1.81621675590499,1146.04165173186,-0.0190322930547621,0
"3334",-0.0126134344326403,0.498838409912235,46.7112909321443,-0.00278042942540634,-0.50299640091842,0,-0.2529623921388,0.00139629697749988,-17.2278272562505,2.03079909169589,-0.00353284560401101,0.158641885736194,0,-0.0236124417483591,0.0150591212705566,-0.00703814934315539,-2.37348196920218,-0.12516608302286,0,-0.848454587990903,-0.051426603765366,64511,0.00025270648223219,-1.83544260330211,1142.49894557043,-0.0216314496927258,0
"3335",-0.00321735076765528,0.523609653725079,49.7156627344616,-0.00168254139760691,-0.292796426166246,0.111452817118124,-0.202323491321693,0.00139894176330957,-16.8438038082774,0.371317972332247,-0.00324820402183745,0.164537938249612,0.140434047451929,-0.0091720260043725,0.180489137826184,-0.0047940968689778,-1.87616504192695,-0.048642403710721,0.187945789693853,-0.955034896988874,-0.036626507154635,65216,0.000253351299122961,-1.84315374271874,1145.62625681928,-0.0118093151569004,0
"3336",-0.0182309341253788,0.364465749188186,46.1073456603402,-0.00292253891453851,-0.469855993748088,0,-0.256218764447857,0.000782863212918317,-16.6590247588844,0.832506399897375,-0.00537705712497272,0.167374918606804,0,-0.0188420064561917,0.0411410373759797,-0.00879881357972567,-2.65145637110284,-0.0953791255791819,0.072767912711042,-1.12623328366056,-0.0463374602338101,64284,1.10804212882787e-05,-1.86265892707537,1141.3406265995,-0.0142957495467567,-1
"3337",-0.0302361052765268,0.20009865175929,43.4264138640845,-0.00381398135902786,-0.549635826557734,0,-0.294921175103324,0.000489326751145214,-16.9943618084352,0.917613444045648,-0.00644619396425883,0.162226366183034,0,-0.0254105980787109,0,-0.0137147697716213,-3.37908602179367,-0.124767732039398,0,-1.27291200255208,-0.0527707695083842,63529,-0.000231905775081365,-1.91324095169178,1135.8714493165,-0.0168293742418583,-1
"3338",-0.0281723365641632,0.217210386151798,44.1579476316236,-0.00336374129563579,-0.450062640813243,0.0241898734197407,-0.278291452894633,0.000421005969186705,-17.3636354419658,0.530418521668515,-0.00658494688568667,0.156556772967805,0.0508667011935879,-0.0197116590761823,0.0767049379322138,-0.0156191931440333,-3.3309683543046,-0.094972005131857,0.398839102000204,-1.33010077097647,-0.0441674112004778,63691,-0.000231359819290566,-1.97168277961307,1133.69554291508,-0.00816315980250626,-1
"3339",-0.0400481600681515,0.0739675016926202,41.4875613916502,-0.00420046899425469,-0.500108735582595,0,-0.316765569759899,0.000163876043794309,-18.4527698801591,0.687315646769574,-0.00756714596836772,0.139834893416821,0,-0.027205110485493,0.038152564978281,-0.0169697269696114,-4.30259979965034,-0.13034756507534,0.165509683977657,-1.31248896834431,-0.0492005600992591,62923,-0.000469998994557908,-2.08060188292258,1132.09702038618,-0.0117605080036928,-1
"3340",-0.0579114804849823,0,37.7855528873277,-0.00558657120119395,-0.573846196141754,0,-0.372120566472699,-0.000228229415720427,-20.1819680639798,0.844799061871851,-0.00893677990042374,0.113285880975716,0,-0.0381691281859537,0,-0.0196840916379505,-6.18548394344935,-0.177165184200887,0,-1.18676002390517,-0.0586469270079144,61738,-0.000713779992065344,-2.24379409224672,1128.7454064018,-0.0143559425457807,-1
"3341",-0.0642278647057889,0,36.5012764468031,-0.00574287705428007,-0.546102588581241,0,-0.387407834971453,-0.00050661406018826,-21.8185994907532,0.643489001567609,-0.00988169313162945,0.0881580798263385,0,-0.0379918887019411,0.0209806432726721,-0.0252340479924102,-7.57103442033097,-0.175896650529267,0.191605134961369,-1.12192655196754,-0.0544277014900208,61293,-0.0009588767885087,-2.42543904203669,1122.03796790891,-0.0169452885559213,-1
"3342",-0.0373265346625345,0.248556541332207,44.3749458997303,-0.00282141139268179,-0.278540552824644,0.211848786069648,-0.249830243537542,4.70229581959192e-05,-22.340020670989,-0.203361028578171,-0.00724594140296575,0.0801525096547639,0.271001232145878,-0.00714043913307039,0.223319997059844,-0.0192249473217858,-4.8244336838215,0.0122456924141374,1,-1.15428273281699,-0.0164867549504746,63058,-0.000715772889790856,-2.55759417474789,1128.82825478857,-0.00807291353494244,-1
