"","Accuracy","MacroF1","PondF1","MCC","Kappa","Prec.1","Prec0","Prec1","Recall.1","Recall0","Recall1","F1.1","F10","F11","Method"
"26",0.767162066525124,0.751180764276513,0.771960005971487,0.634392128946892,0.630686255272058,0.806451612903226,0.599243856332703,0.891509433962264,0.675675675675676,0.737209302325581,0.825327510917031,0.735294117647059,0.661105318039625,0.857142857142857,"A"
"27",0.78343949044586,0.765800253475861,0.786969777755317,0.660631284923399,0.656607933363936,0.795744680851064,0.63943161634103,0.910569105691057,0.660777385159011,0.779220779220779,0.838323353293413,0.722007722007722,0.702439024390244,0.872954014029618,"A"
"28",0.75583864118896,0.742669949169105,0.762096273830913,0.626343848448962,0.618894502061551,0.801587301587302,0.583765112262522,0.907216494845361,0.643312101910828,0.773455377574371,0.797583081570997,0.713780918727915,0.665354330708661,0.84887459807074,"A"
"29",0.775654635527247,0.755211955534767,0.778524291861326,0.644356070617507,0.640550343864605,0.810185185185185,0.62748643761302,0.891304347826087,0.634057971014493,0.762637362637363,0.841642228739003,0.711382113821138,0.688492063492063,0.865761689291101,"A"
"30",0.754423213021939,0.730397667375814,0.760355731948613,0.616164389815002,0.609695229998424,0.756521739130435,0.579040852575488,0.912903225806452,0.610526315789474,0.756380510440835,0.812051649928264,0.675728155339806,0.655935613682093,0.859529233105543,"A"
"31",0.775654635527247,0.757928584143249,0.778843685544791,0.645872143220958,0.641907276000678,0.788288288288288,0.63986013986014,0.896607431340872,0.650557620817844,0.777070063694268,0.824665676077266,0.712830957230143,0.701821668264621,0.859133126934984,"A"
"32",0.769285208775655,0.755219737347958,0.775614797430051,0.642650653062226,0.635692830399977,0.838174273858921,0.587703435804702,0.904684975767367,0.664473684210526,0.777511961722488,0.810419681620839,0.741284403669725,0.669412976313079,0.854961832061069,"A"
"33",0.767162066525124,0.750886471010754,0.772718013536844,0.637417462549421,0.631325043221724,0.796610169491525,0.601410934744268,0.909836065573771,0.655052264808362,0.773242630385488,0.81021897810219,0.718929254302103,0.676587301587302,0.857142857142857,"A"
"34",0.765746638358103,0.75108154833247,0.769023781701698,0.633173725042222,0.629089152850452,0.793991416309013,0.628721541155867,0.883415435139573,0.649122807017544,0.768736616702355,0.813918305597579,0.714285714285714,0.691714836223507,0.847244094488189,"A"
"35",0.779900920028309,0.76731271090677,0.782531512864723,0.659746710465662,0.656956910697307,0.805243445692884,0.644283121597096,0.894117647058824,0.67398119122257,0.76017130620985,0.848484848484849,0.733788395904437,0.697445972495089,0.870703764320786,"A"
"36",0.75796178343949,0.744930777732275,0.763712078633771,0.625092180797438,0.618834653718375,0.795918367346939,0.59402460456942,0.898163606010017,0.661016949152542,0.768181818181818,0.793510324483776,0.722222222222222,0.669970267591675,0.842599843382929,"A"
"37",0.773531493276716,0.756105523859942,0.776438142761513,0.648184239716471,0.643707035399206,0.816666666666667,0.622302158273381,0.893030794165316,0.632258064516129,0.768888888888889,0.843797856049005,0.712727272727273,0.687872763419483,0.867716535433071,"A"
"38",0.758669497523001,0.740127679859823,0.76248517936416,0.621003888587483,0.615630743605453,0.778801843317972,0.613945578231292,0.891447368421053,0.619047619047619,0.771367521367521,0.806547619047619,0.689795918367347,0.683712121212121,0.846875,"A"
"39",0.78485491861288,0.775283420448322,0.787691494444263,0.66524647881384,0.662506452456883,0.832684824902724,0.651459854014598,0.884868421052632,0.699346405228758,0.767741935483871,0.838006230529595,0.760213143872114,0.704837117472853,0.8608,"A"
"40",0.781316348195329,0.76231725166369,0.785654156849287,0.656855427946614,0.652181983154665,0.802521008403361,0.621771217712177,0.909952606635071,0.663194444444444,0.778290993071594,0.832369942196532,0.726235741444867,0.691282051282051,0.869433962264151,"A"
"41",0.771408351026185,0.752041847454507,0.777016990487318,0.642825870540499,0.637851863313377,0.808,0.5893536121673,0.907378335949764,0.662295081967213,0.752427184466019,0.830459770114943,0.727927927927928,0.660980810234542,0.86721680420105,"A"
"42",0.779193205944798,0.763312439482412,0.783988454965599,0.651404820319529,0.646806035580893,0.816593886462882,0.617915904936015,0.904238618524333,0.68,0.769931662870159,0.824034334763948,0.742063492063492,0.685598377281947,0.862275449101796,"A"
"43",0.759377211606511,0.741535001919249,0.764505204932,0.622839696164524,0.618512339468592,0.800813008130081,0.584905660377358,0.888540031397174,0.654485049833887,0.734597156398104,0.820289855072464,0.720292504570384,0.651260504201681,0.853051996985682,"A"
"44",0.760084925690021,0.743461169107729,0.764107599214629,0.619678423163509,0.616099078651253,0.8,0.604477611940298,0.874806800618238,0.657142857142857,0.73972602739726,0.814388489208633,0.72156862745098,0.665297741273101,0.843517138599106,"A"
"45",0.770700636942675,0.756761893858668,0.773202296505495,0.644007948954076,0.640704633674307,0.8,0.636524822695035,0.884808013355593,0.649350649350649,0.760593220338983,0.837282780410742,0.716845878136201,0.693050193050193,0.86038961038961,"A"
"46",0.767162066525124,0.747864039612741,0.772634001742612,0.638626787288241,0.633413609394665,0.763565891472868,0.601834862385321,0.916393442622951,0.656666666666667,0.764568764568765,0.817251461988304,0.706093189964158,0.673511293634497,0.863987635239567,"A"
"47",0.776362349610757,0.759557190717943,0.780795851508837,0.651852393992215,0.646626431077956,0.824267782426778,0.611615245009074,0.903691813804173,0.652317880794702,0.774712643678161,0.832840236686391,0.728280961182994,0.683569979716024,0.866820631254811,"A"
"48",0.779900920028309,0.7658978841425,0.783699985940285,0.654826624034936,0.650251421858659,0.815789473684211,0.636363636363636,0.900489396411093,0.669064748201439,0.78448275862069,0.822652757078987,0.735177865612648,0.702702702702703,0.859813084112149,"A"
"49",0.761500353857042,0.755005220994707,0.769191056896739,0.632380680537882,0.624183145812024,0.803921568627451,0.58421052631579,0.914965986394558,0.729537366548043,0.77262180974478,0.767475035663338,0.764925373134328,0.665334665334665,0.834755624515128,"A"
"50",0.755130927105449,0.741538342701964,0.758443938287892,0.619525668081806,0.615406762701305,0.814814814814815,0.605026929982047,0.867862969004894,0.634615384615385,0.7439293598234,0.820987654320988,0.713513513513513,0.667326732673267,0.843774781919112,"A"
"51",0.797593772116065,0.782552116940256,0.801706458923203,0.683829234316643,0.679680979319299,0.836653386454183,0.639622641509434,0.914556962025316,0.7,0.79020979020979,0.845029239766082,0.762250453720508,0.706986444212721,0.878419452887538,"A"
"52",0.782024062278839,0.762862064771635,0.7869841885943,0.657020065171289,0.651713645945206,0.829787234042553,0.607210626185958,0.906298003072197,0.665529010238908,0.778588807785888,0.832157968970381,0.738636363636364,0.682302771855011,0.867647058823529,"A"
"53",0.791932059447983,0.771474368688962,0.795571136986831,0.668611034203686,0.665902642398039,0.784232365145228,0.644100580270793,0.911450381679389,0.697416974169742,0.763761467889908,0.845609065155807,0.73828125,0.69884575026233,0.877296105804555,"A"
"54",0.775654635527247,0.75837050510024,0.779439029802878,0.6450486800254,0.640840581267335,0.818181818181818,0.622743682310469,0.89358372456964,0.654545454545455,0.766666666666667,0.829941860465116,0.727272727272727,0.687250996015936,0.860587792012057,"A"
"55",0.763623496107573,0.743683785492512,0.768447186409233,0.627976399885599,0.623639913107553,0.774058577405858,0.600739371534196,0.898894154818325,0.651408450704225,0.748847926267281,0.818705035971223,0.707456978967495,0.666666666666667,0.856927710843373,"A"
"56",0.782024062278839,0.76803189028222,0.787196464825343,0.658787237652556,0.654000267129692,0.828571428571429,0.614525139664804,0.906497622820919,0.695205479452055,0.772833723653396,0.824207492795389,0.756052141527002,0.684647302904564,0.863396226415094,"A"
"57",0.763623496107573,0.757576847408965,0.768791177895794,0.632981141702025,0.628744672381974,0.834615384615385,0.604395604395604,0.876441515650741,0.713815789473684,0.75,0.795216741405082,0.769503546099291,0.669371196754564,0.833855799373041,"A"
"58",0.75725406935598,0.739499124227111,0.760404049287079,0.615047908485354,0.611509493853523,0.799086757990868,0.610507246376812,0.869158878504673,0.631768953068592,0.740659340659341,0.819383259911894,0.705645161290323,0.669314796425025,0.843537414965986,"A"
"59",0.78485491861288,0.762173670301277,0.786885791170123,0.661750238961339,0.657940357434935,0.792035398230089,0.646953405017921,0.904610492845787,0.625874125874126,0.783080260303688,0.854354354354354,0.69921875,0.708537782139352,0.878764478764479,"A"
"60",0.777777777777778,0.758859084672856,0.782151524410259,0.653178929181536,0.64908459326329,0.76078431372549,0.63003663003663,0.916666666666667,0.671280276816609,0.773033707865169,0.826215022091311,0.713235294117647,0.694248234106963,0.869093725793958,"A"
"61",0.779900920028309,0.76525844945303,0.784671680310594,0.658276936949138,0.654543596435717,0.791044776119403,0.621973929236499,0.914473684210526,0.697368421052632,0.759090909090909,0.831091180866966,0.741258741258741,0.683725690890481,0.870790916209867,"A"
"62",0.766454352441614,0.749159289274636,0.770824957544386,0.635772428340875,0.63200685651511,0.78515625,0.60634328358209,0.896940418679549,0.661184210526316,0.745412844036697,0.827637444279346,0.717857142857143,0.668724279835391,0.860896445131376,"A"
"63",0.774946921443737,0.763703259535694,0.779236760966694,0.650014047006072,0.646171690994952,0.827450980392157,0.619485294117647,0.890879478827362,0.689542483660131,0.759009009009009,0.825037707390649,0.75222816399287,0.682186234817814,0.856695379796398,"A"
"64",0.760792639773532,0.745706140880221,0.76510299995424,0.626417859956845,0.623005479750498,0.764705882352941,0.613430127041742,0.892915980230643,0.670103092783505,0.741228070175439,0.813813813813814,0.714285714285714,0.671300893743793,0.851531814611155,"A"
"65",0.758669497523001,0.742123935547184,0.765758021158158,0.622738376784975,0.614870665193822,0.771929824561403,0.586086956521739,0.916393442622951,0.664150943396226,0.774712643678161,0.784011220196353,0.713995943204868,0.667326732673267,0.845049130763417,"A"
"66",0.75654635527247,0.746652047418203,0.761828039543376,0.6263147517783,0.620943585888401,0.812977099236641,0.594356261022928,0.888698630136986,0.663551401869159,0.755605381165919,0.803405572755418,0.730703259005146,0.665350444225074,0.84390243902439,"A"
"67",0.780608634111819,0.759752686623432,0.784276523943224,0.653619150878831,0.649696504402486,0.792207792207792,0.627992633517495,0.906103286384977,0.653571428571429,0.769751693002257,0.839130434782609,0.716242661448141,0.691683569979716,0.871331828442438,"A"
"68",0.770700636942675,0.755867742910106,0.774452398056545,0.639827372141426,0.636670407270846,0.804878048780488,0.619402985074627,0.885895404120444,0.675767918088737,0.746067415730337,0.828148148148148,0.73469387755102,0.676860346585117,0.856049004594181,"A"
"69",0.786978060863411,0.773049052832783,0.790530753164484,0.668286577422428,0.664717150695298,0.8203125,0.639405204460966,0.901453957996769,0.688524590163934,0.776523702031603,0.839097744360902,0.748663101604278,0.701325178389399,0.869158878504673,"A"
"70",0.779193205944798,0.764209362169582,0.783194986660102,0.653811845287681,0.648990777623934,0.817391304347826,0.629893238434164,0.900161030595813,0.666666666666667,0.784922394678492,0.822058823529412,0.734375,0.698914116485686,0.859338970023059,"A"
"71",0.782024062278839,0.767836914059324,0.785351287100503,0.660223639653517,0.656893909292161,0.817460317460317,0.635359116022099,0.896440129449838,0.677631578947368,0.764966740576497,0.841945288753799,0.741007194244604,0.694164989939638,0.86833855799373,"A"
"72",0.765746638358103,0.749470917484774,0.771967591881734,0.637016963516182,0.629640158563992,0.808510638297872,0.590509666080844,0.912972085385878,0.648464163822526,0.781395348837209,0.805797101449275,0.71969696969697,0.672672672672673,0.85604311008468,"A"
"73",0.769285208775655,0.754922955442752,0.773994623288943,0.644780331579333,0.640277758254734,0.789667896678967,0.610603290676417,0.905882352941176,0.66875,0.762557077625571,0.822900763358779,0.72419627749577,0.678172588832487,0.8624,"A"
"74",0.75583864118896,0.738673056636691,0.760529401189284,0.623512758451858,0.61883371255659,0.779467680608365,0.589416058394161,0.897009966777409,0.634674922600619,0.742528735632184,0.824427480916031,0.699658703071672,0.657171922685656,0.859188544152745,"A"
"75",0.762915782024062,0.750034354393509,0.767441604556432,0.633174141145006,0.629362103957605,0.811320754716981,0.599257884972171,0.886699507389163,0.669781931464174,0.737442922374429,0.825688073394495,0.733788395904437,0.661207778915046,0.855106888361045,"A"
"76",0.779193205944798,0.759872383200035,0.782229140691092,0.652001710923725,0.64882189454365,0.79746835443038,0.631970260223048,0.896551724137931,0.65625,0.758928571428571,0.844903988183161,0.72,0.689655172413793,0.869961977186312,"A"
"77",0.769992922859165,0.752512090253352,0.776676986752249,0.643623062158045,0.636231205576006,0.84453781512605,0.576146788990826,0.90952380952381,0.648387096774194,0.773399014778325,0.822094691535151,0.733576642335766,0.660357518401683,0.863602110022607,"A"
"78",0.766454352441614,0.75042259189765,0.77290959094007,0.639844250804094,0.633063259582424,0.829365079365079,0.578268876611418,0.906148867313916,0.655172413793103,0.767726161369193,0.817518248175182,0.732049036777583,0.659663865546218,0.859554873369148,"A"
"79",0.777070063694268,0.767164432484889,0.782386188075613,0.65782426931796,0.650943388828024,0.868852459016393,0.608084358523726,0.9,0.668769716088328,0.793577981651376,0.818181818181818,0.755793226381462,0.688557213930348,0.857142857142857,"A"
"80",0.793347487615004,0.778158432472756,0.797727495833527,0.675927297269017,0.671624186712828,0.827160493827161,0.635687732342007,0.914556962025316,0.697916666666667,0.786206896551724,0.83768115942029,0.757062146892655,0.702980472764645,0.874432677760968,"A"
"81",0.767162066525124,0.748673731678899,0.771089509404986,0.630592100786356,0.627266757589534,0.770562770562771,0.620879120879121,0.891509433962264,0.664179104477612,0.748344370860927,0.819364161849711,0.713426853707415,0.678678678678679,0.853915662650602,"A"
"82",0.765746638358103,0.756817200683991,0.76987089916708,0.637093532708908,0.633018114367049,0.810810810810811,0.621863799283154,0.880872483221476,0.688524590163934,0.76431718061674,0.802752293577982,0.74468085106383,0.685770750988142,0.84,"A"
"83",0.762915782024062,0.75310429572945,0.765606401365128,0.630130574995974,0.628031372807876,0.776923076923077,0.642857142857143,0.870151770657673,0.687074829931973,0.742268041237113,0.813880126182965,0.729241877256318,0.688995215311005,0.841075794621027,"A"
"84",0.753007784854919,0.732562323868909,0.759814459469946,0.611776895002637,0.60600794795956,0.775,0.567164179104478,0.901098901098901,0.65034965034965,0.737864077669903,0.802797202797203,0.70722433460076,0.641350210970464,0.849112426035503,"A"
"85",0.741684359518754,0.727082705088358,0.74793417059194,0.598621263026925,0.592147810387817,0.810126582278481,0.562724014336918,0.877022653721683,0.631578947368421,0.742316784869976,0.790087463556851,0.709796672828096,0.640163098878695,0.831288343558282,"A"
"86",0.780608634111819,0.762221400274526,0.786689320509744,0.659425289457588,0.653614576924719,0.803921568627451,0.600746268656716,0.92604501607717,0.676567656765677,0.775903614457831,0.828776978417266,0.734767025089606,0.677181913774974,0.874715261958998,"A"
"87",0.752300070771408,0.736515481357541,0.757276725753138,0.61366876003412,0.609462913783341,0.766129032258065,0.594642857142857,0.892561983471074,0.650684931506849,0.735099337748344,0.808383233532934,0.703703703703704,0.657453109575518,0.848389630793401,"A"
"88",0.761500353857042,0.749836405079216,0.766267458214501,0.630164369811785,0.626749241828641,0.807407407407407,0.597744360902256,0.88379705400982,0.687697160883281,0.729357798165138,0.818181818181818,0.742759795570698,0.65702479338843,0.849724626278521,"A"
"89",0.782024062278839,0.771670536405311,0.784756136945393,0.662214898285678,0.659407223756128,0.824427480916031,0.647912885662432,0.886666666666667,0.687898089171974,0.764453961456103,0.841772151898734,0.75,0.701375245579568,0.863636363636364,"A"
"90",0.777777777777778,0.764104738215579,0.783773706785702,0.654823047152229,0.650147138139531,0.811808118081181,0.600767754318618,0.911433172302738,0.714285714285714,0.757869249394673,0.817919075144509,0.75993091537133,0.670235546038544,0.862147753236862,"A"
"91",0.770700636942675,0.752787418726611,0.774691212261621,0.63714455988163,0.634486981834208,0.778225806451613,0.616858237547893,0.892690513219285,0.684397163120567,0.733485193621868,0.829479768786127,0.728301886792453,0.670135275754422,0.859925093632959,"A"
"92",0.760792639773532,0.751507860667592,0.767212583039019,0.631925190541506,0.624966135806996,0.796078431372549,0.596885813148789,0.908620689655172,0.69047619047619,0.775280898876405,0.781899109792285,0.739526411657559,0.674486803519062,0.840510366826156,"A"
"93",0.774239207360226,0.753644462248009,0.778067220321007,0.64871890551578,0.643964215302176,0.788381742738589,0.615798922800718,0.91219512195122,0.631229235880399,0.769058295964126,0.842342342342342,0.701107011070111,0.6839481555334,0.875878220140515,"A"
"94",0.770700636942675,0.755830406156049,0.773595312544723,0.642707429942792,0.639055988217986,0.805785123966942,0.629893238434164,0.886699507389163,0.647840531561462,0.761290322580645,0.834621329211746,0.718232044198895,0.689386562804284,0.859872611464968,"A"
"95",0.768577494692144,0.751153643787539,0.774344751823262,0.643189010113004,0.634596708886386,0.828947368421053,0.591304347826087,0.913114754098361,0.627906976744186,0.8,0.810771470160116,0.714555765595463,0.68,0.858905165767155,"A"
"96",0.786978060863411,0.770651496653477,0.790609019351565,0.663939757721527,0.660800034453305,0.790123456790123,0.646296296296296,0.906349206349206,0.695652173913043,0.77212389380531,0.833576642335766,0.739884393063584,0.703629032258065,0.868441064638783,"A"
"97",0.78273177636235,0.769808359295949,0.787082749622563,0.662807512015166,0.658695652173913,0.806201550387597,0.632246376811594,0.91044776119403,0.693333333333333,0.775555555555556,0.828054298642534,0.745519713261649,0.696606786427146,0.867298578199052,"A"
"98",0.781316348195329,0.765587813901408,0.786339790923942,0.656105676675068,0.650388953169478,0.825892857142857,0.618279569892473,0.909667194928685,0.672727272727273,0.787671232876712,0.82,0.741482965931864,0.692771084337349,0.862509391435011,"A"
"99",0.767162066525124,0.756268949722331,0.773692407782479,0.642351152610064,0.635547802908549,0.806949806949807,0.596119929453263,0.914821124361158,0.6875,0.777011494252874,0.79673590504451,0.742451154529307,0.674650698602794,0.851704996034893,"A"
"100",0.796886058032555,0.769493808930692,0.798826315358243,0.671945297532646,0.670048109898532,0.76036866359447,0.671102661596958,0.907462686567164,0.66,0.770742358078603,0.862411347517731,0.706638115631692,0.717479674796748,0.884363636363636,"A"
"101",0.785562632696391,0.769272715352358,0.790008299497287,0.662050446014852,0.658608836130423,0.816733067729084,0.622093023255814,0.904024767801858,0.702054794520548,0.75886524822695,0.836676217765043,0.755064456721915,0.68370607028754,0.869047619047619,"A"
"102",0.760084925690021,0.74261774257044,0.763999401315958,0.626536512902365,0.621490342218303,0.799145299145299,0.603174603174603,0.890522875816993,0.623333333333333,0.758314855875831,0.823262839879154,0.700374531835206,0.671905697445972,0.855572998430141,"A"
"103",0.761500353857042,0.739760947388066,0.76436272898902,0.624422672988611,0.621856186852744,0.745901639344262,0.621072088724584,0.888535031847134,0.634146341463415,0.733624454148472,0.835329341317365,0.685499058380414,0.672672672672673,0.861111111111111,"A"
"104",0.754423213021939,0.738514642609452,0.759017902232571,0.621384880545582,0.616179589165595,0.794466403162055,0.589285714285714,0.891666666666667,0.628125,0.748299319727891,0.820552147239264,0.701570680628272,0.659340659340659,0.854632587859425,"A"
"105",0.747346072186836,0.726635646400549,0.753982744776318,0.605970178455887,0.598973984717095,0.786026200873362,0.561497326203209,0.900481540930979,0.614334470989761,0.746445497630332,0.803724928366762,0.689655172413793,0.64089521871821,0.849356548069644,"A"
"106",0.785562632696391,0.772097946299272,0.789527023292792,0.666244599616623,0.662468603215598,0.798449612403101,0.642335766423358,0.909390444810544,0.698305084745763,0.780487804878049,0.827586206896552,0.74502712477396,0.704704704704705,0.866562009419152,"A"
"107",0.772823779193206,0.758396981336649,0.779074709976409,0.654923747244014,0.646534176631214,0.836575875486381,0.589380530973451,0.920473773265651,0.647590361445783,0.798561151079137,0.819277108433735,0.730050933786078,0.678207739307536,0.866932270916335,"A"
"108",0.75583864118896,0.737942149901278,0.760239475236953,0.619011274331746,0.614316841145866,0.786008230452675,0.594890510948905,0.885852090032154,0.634551495016611,0.749425287356322,0.813884785819793,0.702205882352941,0.663275686673449,0.848344880677444,"A"
"109",0.75796178343949,0.744097103212206,0.764120119984117,0.624774943978213,0.617484184729953,0.823275862068966,0.583187390542907,0.89672131147541,0.64527027027027,0.77262180974478,0.797376093294461,0.723484848484848,0.664670658682635,0.844135802469136,"A"
"110",0.752300070771408,0.735435764591775,0.756852355125605,0.613021948141888,0.607574124887521,0.797356828193833,0.591943957968476,0.884552845528455,0.621993127147766,0.752783964365256,0.808320950965825,0.698841698841699,0.662745098039216,0.84472049689441,"A"
"111",0.773531493276716,0.756759305778914,0.778120808510884,0.645976710104623,0.640319016413786,0.828193832599119,0.608928571428571,0.900958466453674,0.646048109965636,0.776765375854214,0.825768667642753,0.725868725868726,0.682682682682683,0.861726508785332,"A"
"112",0.773531493276716,0.758861041668237,0.778654896559215,0.649724405368939,0.644027085306434,0.796,0.614840989399293,0.914572864321608,0.667785234899329,0.782022471910112,0.814925373134328,0.726277372262774,0.688427299703264,0.861878453038674,"A"
"113",0.741684359518754,0.722300602064437,0.748901334411722,0.597108496199553,0.588934151514403,0.794520547945205,0.554006968641115,0.896774193548387,0.608391608391608,0.75177304964539,0.789772727272727,0.689108910891089,0.637913741223671,0.83987915407855,"A"
"114",0.788393489030432,0.765999398390175,0.791905857333861,0.664692460229119,0.66150617960514,0.776371308016878,0.640977443609023,0.914596273291925,0.669090909090909,0.769751693002257,0.847482014388489,0.71875,0.699487179487179,0.879761015683346,"A"
"115",0.769285208775655,0.763305804499566,0.773761286562954,0.645859246336314,0.642184560364528,0.814035087719298,0.622504537205082,0.88734835355286,0.718266253869969,0.757174392935982,0.803767660910518,0.763157894736842,0.683266932270916,0.843492586490939,"A"
"116",0.75725406935598,0.729770774533704,0.76170729609874,0.618006510058907,0.612473693637218,0.767857142857143,0.582417582417582,0.902021772939347,0.593103448275862,0.75,0.829756795422032,0.669260700389105,0.655670103092783,0.864381520119225,"A"
"117",0.766454352441614,0.753834998309615,0.771960334424049,0.635158334678078,0.629795474087112,0.831932773109244,0.596363636363636,0.8912,0.673469387755102,0.761020881670534,0.809593023255814,0.744360902255639,0.668705402650357,0.848438690022848,"A"
