"","Accuracy","MacroF1","PondF1","MCC","Kappa","Prec-1","Prec0","Prec1","Recall-1","Recall0","Recall1","F1-1","F10","F11"
"1",0.809421841541756,0.796132151490733,0.810491067448657,0.700482769940755,0.699838230550353,0.763975155279503,0.697038724373576,0.909375,0.848275862068966,0.700228832951945,0.863501483679525,0.803921568627451,0.698630136986301,0.885844748858448
"2",0.809421841541756,0.796115454865757,0.810985744132145,0.699800459269933,0.698735883794088,0.752380952380952,0.695749440715884,0.917057902973396,0.858695652173913,0.705215419501134,0.85672514619883,0.802030456852792,0.70045045045045,0.885865457294029
"3",0.812276945039258,0.79797972700786,0.81458142043064,0.708241015416026,0.707122292894399,0.769452449567723,0.680459770114943,0.92891760904685,0.844936708860759,0.711538461538462,0.85949177877429,0.805429864253394,0.695652173913043,0.892857142857143
"4",0.81655960028551,0.797130953380592,0.817331693716472,0.710674690181324,0.71004603901035,0.748484848484849,0.703614457831325,0.922256097560976,0.840136054421769,0.688679245283019,0.885797950219619,0.791666666666667,0.696066746126341,0.903659447348768
"5",0.810135617416131,0.798400642056346,0.812537211080769,0.701180845424074,0.699728304659752,0.773162939297125,0.679203539823009,0.921383647798742,0.861209964412811,0.718969555035129,0.845598845598846,0.814814814814815,0.698521046643914,0.881866064710308
"6",0.823697359029265,0.807676088969307,0.824983677482379,0.720744317543994,0.719875304776368,0.750809061488673,0.724373576309795,0.924961715160796,0.856088560885609,0.722727272727273,0.87536231884058,0.8,0.723549488054608,0.899478778853313
"7",0.817987152034261,0.808703909854093,0.8184599345195,0.715863223144738,0.715231645551458,0.788059701492537,0.71395881006865,0.906200317965024,0.877076411960133,0.709090909090909,0.863636363636364,0.830188679245283,0.7115165336374,0.884406516679597
"8",0.801570306923626,0.790418246675904,0.803377792791899,0.688028277293725,0.687462986947332,0.785016286644951,0.675381263616558,0.900787401574803,0.822525597269625,0.709382151029748,0.852459016393443,0.803333333333333,0.691964285714286,0.875957120980092
"9",0.810849393290507,0.790806603335671,0.813148962058131,0.699333982615589,0.698259362115586,0.765432098765432,0.661800486618005,0.924924924924925,0.84641638225256,0.690355329949239,0.862745098039216,0.80388978930308,0.675776397515528,0.892753623188406
"10",0.802284082798001,0.786021681849227,0.804165419018819,0.690944587816925,0.690276038586502,0.773255813953488,0.658767772511848,0.913385826771654,0.83125,0.683046683046683,0.86053412462908,0.801204819277109,0.670687575392039,0.886172650878533
"11",0.81655960028551,0.80364889443417,0.816556740089108,0.711269553353645,0.710392838183485,0.762917933130699,0.719714964370546,0.906298003072197,0.880701754385965,0.691780821917808,0.870206489675516,0.817589576547231,0.705471478463329,0.887885628291949
"12",0.798715203426124,0.786941024651555,0.799668816887402,0.683636354985103,0.682989454967367,0.757861635220126,0.68609865470852,0.897959183673469,0.845614035087719,0.687640449438202,0.852459016393443,0.799336650082919,0.686868686868687,0.874617737003058
"13",0.798715203426124,0.785732303984066,0.798020949150766,0.68411678840438,0.682946970043504,0.730061349693252,0.711627906976744,0.891472868217054,0.868613138686131,0.660907127429806,0.865963855421687,0.793333333333333,0.685330347144457,0.878533231474408
"14",0.830835117773019,0.818115800097991,0.831793936651252,0.73286306863861,0.732474608062575,0.808777429467085,0.714285714285714,0.917557251908397,0.862876254180602,0.727923627684964,0.879941434846267,0.83495145631068,0.721040189125295,0.898355754857997
"15",0.805139186295503,0.789752387422075,0.806261660858235,0.688429453000452,0.688170175713223,0.769503546099291,0.690265486725664,0.898050974512744,0.809701492537313,0.705882352941177,0.866859623733719,0.789090909090909,0.697986577181208,0.882179675994109
"16",0.817273376159886,0.802814413309464,0.818908049985669,0.70917427246494,0.7083338754798,0.756013745704467,0.711159737417943,0.918836140888208,0.846153846153846,0.727069351230425,0.864553314121037,0.798548094373866,0.719026548672566,0.89086859688196
"17",0.805139186295503,0.789330149220388,0.804827940676102,0.692857673680955,0.691851246700763,0.728971962616822,0.715962441314554,0.900611620795107,0.857142857142857,0.67032967032967,0.87518573551263,0.787878787878788,0.692395005675369,0.887716654107008
"18",0.810135617416131,0.801828960758675,0.810346294892324,0.706513519213178,0.705923108487737,0.785915492957746,0.704805491990847,0.899835796387521,0.871875,0.693693693693694,0.860282574568289,0.826666666666667,0.699205448354143,0.879614767255217
"19",0.802284082798001,0.785433323459598,0.805307891202498,0.689546616816239,0.688126987494606,0.753846153846154,0.656818181818182,0.927672955974843,0.833333333333333,0.698067632850242,0.851370851370851,0.791599353796446,0.676814988290398,0.887885628291949
"20",0.806566738044254,0.792895201288922,0.805575807607638,0.697052512098711,0.696098607005554,0.763688760806916,0.70049504950495,0.895384615384615,0.883333333333333,0.655092592592593,0.869955156950673,0.819165378670788,0.677033492822967,0.88248673237301
"21",0.810135617416131,0.796880393025736,0.812496282348162,0.702869323618792,0.701565422955693,0.737179487179487,0.706131078224101,0.926948051948052,0.836363636363636,0.730853391684901,0.853512705530643,0.783645655877342,0.718279569892473,0.888715953307393
"22",0.815845824411135,0.801141654077919,0.818065770916836,0.708782879055935,0.70814668160957,0.813504823151125,0.669745958429561,0.91324200913242,0.826797385620915,0.719602977667494,0.867052023121387,0.820097244732577,0.69377990430622,0.889547813194959
"23",0.800856531049251,0.787947883515079,0.800939345051261,0.689074971320495,0.688609373767694,0.753753753753754,0.69954128440367,0.895569620253165,0.836666666666667,0.677777777777778,0.869431643625192,0.79304897314376,0.688487584650113,0.882307092751364
"24",0.798001427551749,0.786168536677011,0.79740298414127,0.683702070416017,0.682516943832317,0.722741433021807,0.721348314606742,0.889763779527559,0.862453531598513,0.66875,0.866564417177914,0.786440677966102,0.694054054054054,0.878010878010878
"25",0.817273376159886,0.801942862822095,0.818599054608023,0.711849489526137,0.711407597662332,0.8,0.680288461538462,0.912977099236641,0.84887459807074,0.70049504950495,0.871720116618076,0.823712948517941,0.690243902439024,0.891871737509321
"26",0.812990720913633,0.802623444907936,0.812751734478984,0.710231769295776,0.709143322163259,0.744186046511628,0.741496598639456,0.902597402597403,0.870748299319728,0.695744680851064,0.872841444270016,0.802507836990596,0.717892425905598,0.887470071827614
"27",0.826552462526767,0.818038845639695,0.826143965175685,0.730664239945052,0.729782265668903,0.767857142857143,0.764044943820225,0.903225806451613,0.883561643835616,0.718816067653277,0.880503144654088,0.821656050955414,0.740740740740741,0.89171974522293
"28",0.798001427551749,0.78399490626532,0.79795615075334,0.684987272307603,0.684135178413518,0.729166666666667,0.705747126436782,0.898412698412698,0.84192439862543,0.668845315904139,0.869431643625192,0.781499202551834,0.686800894854586,0.88368462138954
"29",0.812990720913633,0.794777647317684,0.813816347660951,0.702862011240091,0.702096577448706,0.745222929936306,0.701421800947867,0.91578947368421,0.850909090909091,0.688372093023256,0.875,0.794567062818336,0.694835680751174,0.894930198383541
"30",0.809421841541756,0.796190133054839,0.809962745548903,0.697458550986901,0.697128171993908,0.792993630573248,0.684085510688836,0.896396396396396,0.855670103092783,0.685714285714286,0.865217391304348,0.823140495867769,0.684898929845422,0.880530973451327
"31",0.822983583154889,0.816401254180361,0.824761672253247,0.726784431322186,0.725526101042051,0.794721407624633,0.714592274678112,0.924242424242424,0.874193548387097,0.75,0.848531684698609,0.832565284178187,0.731868131868132,0.884770346494762
"32",0.802284082798001,0.794489387565081,0.804800530542468,0.6905938013148,0.689408199917405,0.805111821086262,0.665226781857451,0.9024,0.842809364548495,0.723004694835681,0.834319526627219,0.823529411764706,0.692913385826772,0.867025365103766
"33",0.804425410421128,0.787824108441024,0.804880877339377,0.68812499559927,0.687054987160152,0.732899022801303,0.696470588235294,0.905829596412556,0.868725868725869,0.672727272727273,0.863247863247863,0.795053003533569,0.684393063583815,0.884026258205689
"34",0.79157744468237,0.777399533749592,0.792101285370152,0.673860564699719,0.673480529369369,0.771260997067449,0.657142857142857,0.890625,0.837579617834395,0.654028436018957,0.857142857142857,0.803053435114504,0.655581947743468,0.873563218390805
"35",0.803711634546752,0.794261635497324,0.805246735648485,0.692408416494975,0.691372611847639,0.752411575562701,0.700636942675159,0.907915993537964,0.854014598540146,0.714285714285714,0.845112781954887,0.8,0.707395498392283,0.875389408099688
"36",0.815845824411135,0.80402628909318,0.816155756385703,0.710029709431629,0.70953370523768,0.774294670846395,0.717241379310345,0.902627511591963,0.860627177700348,0.704288939051919,0.870342771982116,0.815181518151815,0.710706150341686,0.886191198786039
"37",0.82441113490364,0.81614315808532,0.824841521280232,0.726036747085785,0.725389331771624,0.787234042553192,0.732142857142857,0.91025641025641,0.880952380952381,0.724061810154525,0.868501529051988,0.831460674157303,0.728079911209767,0.888888888888889
"38",0.810849393290507,0.794193415913234,0.812878003238973,0.700746254772494,0.699802544762989,0.758730158730159,0.684331797235023,0.920245398773006,0.83859649122807,0.708830548926014,0.860832137733142,0.796666666666667,0.696365767878077,0.889547813194959
"39",0.804425410421128,0.789629579309973,0.804345916001681,0.69081757032827,0.690589129504353,0.763754045307443,0.700460829493088,0.89209726443769,0.825174825174825,0.681614349775785,0.877428998505232,0.79327731092437,0.690909090909091,0.884702336096458
"40",0.810135617416131,0.794508288695595,0.811026660523332,0.705425507622279,0.704579397467728,0.747899159663866,0.697399527186761,0.922705314009662,0.847619047619048,0.68287037037037,0.876146788990826,0.794642857142857,0.690058479532164,0.898823529411765
"41",0.789436117059243,0.777631933750637,0.79280096011218,0.670102466662699,0.668679093421922,0.775974025974026,0.641025641025641,0.9072,0.810169491525424,0.705882352941177,0.832599118942731,0.792703150912106,0.671892497200448,0.868300153139357
"42",0.801570306923626,0.778639183482318,0.804469671285632,0.680528594835767,0.679178981288365,0.733108108108108,0.654117647058824,0.923529411764706,0.82824427480916,0.68641975308642,0.85558583106267,0.777777777777778,0.669879518072289,0.888260254596888
"43",0.7994289793005,0.782255720052677,0.801336105514129,0.678751901509609,0.677928663114466,0.748275862068966,0.668171557562077,0.908682634730539,0.831417624521073,0.688372093023256,0.854929577464789,0.787658802177858,0.678121420389462,0.880986937590711
"44",0.835831548893647,0.823906176485356,0.837484485381367,0.7395011744065,0.738517380645758,0.793333333333333,0.725446428571429,0.931087289433384,0.875,0.754060324825986,0.871060171919771,0.832167832167832,0.739476678043231,0.900074019245004
"45",0.804425410421128,0.788493024715251,0.806410980723236,0.689735718308265,0.68890812240621,0.773885350318471,0.663551401869159,0.910470409711684,0.84083044982699,0.692682926829268,0.854700854700855,0.805970149253731,0.677804295942721,0.881704628949302
"46",0.7994289793005,0.789285916567406,0.800811630878699,0.685192480450036,0.684163023709374,0.763239875389408,0.680803571428571,0.901898734177215,0.862676056338028,0.694760820045558,0.84070796460177,0.809917355371901,0.687711386696731,0.870229007633588
"47",0.806566738044254,0.796187834114848,0.809098460626041,0.69900334651867,0.697435697186264,0.76969696969697,0.679039301310044,0.921696574225122,0.855218855218855,0.721577726218097,0.839524517087667,0.810207336523126,0.699662542182227,0.878693623639191
"48",0.7994289793005,0.783724052102435,0.800764397517218,0.683598603117491,0.68283913359425,0.752321981424149,0.673659673659674,0.906009244992296,0.84083044982699,0.68,0.85589519650655,0.794117647058823,0.676814988290398,0.880239520958084
"49",0.812276945039258,0.795350755701365,0.812481317484047,0.706793323045904,0.70622561268276,0.755043227665706,0.702898550724638,0.9140625,0.842443729903537,0.678321678321678,0.885022692889561,0.796352583586626,0.690391459074733,0.899308224442736
"50",0.809421841541756,0.796810328610631,0.809653025982274,0.704729867486289,0.703488773035945,0.747222222222222,0.712589073634204,0.911290322580645,0.876221498371335,0.681818181818182,0.863914373088685,0.806596701649175,0.696864111498258,0.886970172684458
"51",0.797287651677373,0.77779146243206,0.800173735995933,0.680676430930992,0.679321833911206,0.737003058103975,0.651162790697674,0.925465838509317,0.828178694158076,0.681265206812652,0.852646638054363,0.779935275080906,0.665873959571938,0.887565152643336
"52",0.817273376159886,0.803888983898682,0.818700076113391,0.713807350852631,0.712792817898558,0.760606060606061,0.707762557077626,0.92259083728278,0.862542955326461,0.714285714285714,0.863905325443787,0.808373590982287,0.711009174311927,0.892284186401833
"53",0.805852962169879,0.791769469058425,0.805584691042414,0.694891944881364,0.693677196767579,0.735562310030395,0.712264150943396,0.902777777777778,0.876811594202899,0.669623059866962,0.867952522255193,0.8,0.690285714285714,0.885022692889561
"54",0.801570306923626,0.792578163919118,0.802368799267546,0.690176918165968,0.689757351851763,0.768025078369906,0.701943844492441,0.893376413570275,0.83617747440273,0.704989154013015,0.854714064914992,0.800653594771242,0.703463203463203,0.873617693522907
"55",0.802997858672377,0.788503758624241,0.806816699621194,0.692376128615047,0.689720418096994,0.756024096385542,0.650900900900901,0.936,0.85958904109589,0.711822660098522,0.832147937411095,0.804487179487179,0.68,0.881024096385542
"56",0.807994289793005,0.793157448616438,0.809304675479518,0.697347099146071,0.69697415585606,0.803625377643505,0.662650602409639,0.902290076335878,0.844444444444444,0.68407960199005,0.864035087719298,0.823529411764706,0.673194614443085,0.882748319641523
"57",0.820842255531763,0.802301270728405,0.822744369964782,0.717532155769202,0.716852787218675,0.738562091503268,0.719298245614035,0.932707355242567,0.81294964028777,0.733780760626398,0.881656804733728,0.773972602739726,0.726467331118494,0.906463878326996
"58",0.804425410421128,0.791845686122401,0.805949515693899,0.692027349186181,0.691296281553,0.778816199376947,0.674311926605505,0.90527950310559,0.850340136054422,0.695035460992908,0.85233918128655,0.813008130081301,0.684516880093131,0.878012048192771
