Date,Open,High,Low,Close,Adj Close,Volume,Turnover
11/27/2002,10142,10286,10123,10226,10226,21525280000,238661.84
11/28/2002,10222,10292,10187,10239,10239,11301438800,106989.31
11/29/2002,10250,10519,10250,10509,10509,24467151600,287275.93
12/2/2002,10517,10735,10517,10674,10674,28979794600,410281.32
12/3/2002,10672,10674,10576,10663,10663,30246059500,329765.01
12/4/2002,10664,10681,10505,10640,10640,31360580600,363311.52
12/5/2002,10645,10651,10346,10413,10413,29327472600,360394.83
12/6/2002,10414,10575,10412,10569,10569,20534935900,258195.09
12/9/2002,10562,10562,10339,10339,10339,20368046300,231114.97
12/10/2002,10345,10497,10307,10331,10331,24149348700,283072.18
12/11/2002,10340,10652,10340,10614,10614,45859976300,549635.96
12/12/2002,10617,10743,10569,10587,10587,33352426400,410261.58
12/13/2002,10598,10648,10494,10564,10564,32897031200,372185.53
12/16/2002,10620,10798,10611,10771,10771,44107699000,464511.45
12/17/2002,10778,10948,10526,10833,10833,35572244400,511553.73
12/18/2002,10833,11007,10723,10985,10985,51566333700,625226.15
12/19/2002,10987,11222,10984,11208,11208,55465504000,812010.9
12/20/2002,11275,11606,11262,11490,11490,47725294800,746052.26
12/23/2002,11493,11648,11384,11470,11470,28534069600,310806.58
12/26/2002,11475,11475,11301,11318,11318,14616788500,171924.17
12/27/2002,11326,11326,11207,11234,11234,14234104200,149099.44
12/30/2002,11235,11325,11212,11268,11268,24844078000,182003.97
1/2/2003,11291,11603,11291,11603,11603,19419231800,206585.9
1/3/2003,11632,11798,11600,11600,11600,19591243300,237860.34
1/6/2003,11636,12032,11633,12020,12020,39714231900,491533.28
1/7/2003,12010,12018,11842,11876,11876,38636475900,451393.48
1/8/2003,11875,11928,11757,11786,11786,19489785700,271062.1
1/9/2003,11814,11964,11780,11912,11912,27412712700,452690.07
1/10/2003,11925,12243,11925,12243,12243,29784975300,570320.94
1/13/2003,12243,12350,12095,12110,12110,26934388300,437999.51
1/14/2003,12131,12175,12052,12175,12175,26317032500,425348.97
1/15/2003,12151,12151,11899,11971,11971,41686860000,520796.78
1/16/2003,11973,12193,11921,11952,11952,70568941300,613843.49
1/17/2003,11952,11952,11555,11676,11676,33447955700,429885.17
1/20/2003,11675,11742,11545,11648,11648,20553295400,259449.92
1/21/2003,11610,11662,11434,11435,11435,31691776000,432201
1/22/2003,11428,11428,11132,11142,11142,42034028300,545903.05
1/23/2003,11148,11336,11027,11162,11162,33640748200,459676.54
1/24/2003,11157,11158,10753,10784,10784,28514009300,422348.37
1/27/2003,10768,10768,10462,10530,10530,36829708300,512196.51
1/28/2003,10534,10650,10495,10517,10517,35873149500,417631.66
1/29/2003,10514,10863,10457,10863,10863,45305067300,532378.42
1/30/2003,10873,11001,10705,10751,10751,26140861500,312306.26
1/31/2003,10761,11004,10741,10941,10941,27309557900,345241.85
2/3/2003,10943,11067,10852,10910,10910,22796335000,281753.28
2/4/2003,10879,10879,10534,10577,10577,28550200300,371753.12
2/5/2003,10581,10761,10497,10592,10592,34167723300,452405.01
2/6/2003,10587,10589,10360,10566,10566,24986137500,335027.35
2/7/2003,10567,10692,10355,10381,10381,19598368900,312131.94
2/10/2003,10388,10527,10310,10480,10480,22411644700,384879.25
2/11/2003,10491,10650,10475,10509,10509,25100249500,361209.71
2/12/2003,10512,10587,10445,10510,10510,34071319400,423133.44
2/13/2003,10509,10509,10091,10108,10108,29272050300,384058.93
2/14/2003,10103,10163,9968,10081,10081,18955273400,238913.32
2/17/2003,10089,10229,10089,10189,10189,13786964700,196715.18
2/18/2003,10192,10466,10166,10450,10450,33845720800,457466.73
2/19/2003,10434,10434,10206,10252,10252,21157226200,287823.57
2/20/2003,10259,10268,10118,10217,10217,21697667100,350478.36
2/21/2003,10222,10340,10144,10331,10331,22889184300,323237.45
2/24/2003,10334,10454,10251,10254,10254,28624856900,306800.75
2/25/2003,10231,10231,10022,10192,10192,37988822800,488596.96
2/26/2003,10192,10271,9977,9995,9995,27224008700,364041.91
2/27/2003,10006,10146,9998,10126,10126,22395836400,342421.1
2/28/2003,10153,10281,10152,10281,10281,19470808600,278463.24
3/5/2003,10263,10318,10104,10306,10306,11315570100,203500.12
3/6/2003,10311,10626,10311,10615,10615,32608041600,453765.3
3/7/2003,10608,10800,10438,10724,10724,31493595600,438176.49
3/10/2003,10695,10695,10294,10309,10309,25915012900,394612.98
3/11/2003,10314,10408,10199,10340,10340,20516999800,328944.5
3/12/2003,10343,10579,10290,10577,10577,18102498700,303506.66
3/13/2003,10606,10840,10591,10783,10783,39693910600,561917.14
3/14/2003,10792,10924,10755,10817,10817,29169045800,412739.16
3/17/2003,10783,10940,10609,10875,10875,32184986100,504113.47
3/18/2003,10891,11192,10891,11151,11151,36919342200,594551.66
3/19/2003,11143,11143,10944,11006,11006,36782548900,486701.48
3/20/2003,10993,11174,10858,11159,11159,30983888800,530948.53
3/21/2003,11176,11413,11176,11377,11377,28209249300,481286.83
3/24/2003,11362,11362,11024,11053,11053,21657269100,324448.92
3/25/2003,11047,11243,11035,11232,11232,24546653100,349810.04
3/26/2003,11248,11296,11186,11206,11206,27404073300,373765.46
3/27/2003,11204,11262,11036,11233,11233,29395615600,383311.12
3/28/2003,11273,11421,11221,11396,11396,25353892000,384006.23
3/31/2003,11387,11387,11215,11274,11274,21315275200,405036.79
4/1/2003,11283,11617,11283,11592,11592,39623125000,520103.88
4/2/2003,11615,11998,11602,11872,11872,45549519000,1189859.04
4/3/2003,11877,12132,11876,12006,12006,45301408300,755063.24
4/4/2003,12014,12135,11924,12066,12066,26886928900,569231.13
4/7/2003,12154,12436,12120,12136,12136,37564297000,709699.97
4/8/2003,12124,12136,11732,11779,11779,39614572800,647044.38
4/9/2003,11784,11904,11754,11759,11759,29236930000,561074.71
4/10/2003,11784,11819,11578,11591,11591,29250524600,461499.44
4/11/2003,11614,11753,11608,11719,11719,24272941800,399261.22
4/14/2003,11726,11889,11719,11874,11874,29592619600,381868.35
4/15/2003,11865,12111,11828,12106,12106,45656729200,563451.98
4/16/2003,12120,12245,12012,12043,12043,42653100700,616836.51
4/17/2003,12052,12432,12052,12395,12395,40335969000,542631.99
4/22/2003,12393,12502,12245,12452,12452,29149375800,501225.56
4/23/2003,12455,12455,12315,12394,12394,29493957200,470910.33
4/24/2003,12370,12383,12100,12120,12120,34642321200,584330.37
4/25/2003,12124,12185,12059,12126,12126,30574017200,451016.49
4/28/2003,12128,12480,12009,12462,12462,33843510300,469052.83
4/29/2003,12470,12820,12470,12678,12678,45351945100,723839.74
4/30/2003,12713,12746,12557,12557,12557,42891365400,634398.8
5/2/2003,12565,12866,12542,12810,12810,27601053500,483684.31
5/5/2003,12829,12870,12717,12833,12833,33712189700,535917.77
5/6/2003,12829,12846,12608,12644,12644,31732036600,655005.37
5/7/2003,12669,12981,12664,12956,12956,46129594300,823582.37
5/8/2003,12969,13028,12864,12921,12921,36633289700,592823.6
5/9/2003,12950,13247,12950,13214,13214,47560516600,894837.33
5/12/2003,13206,13345,13096,13320,13320,30636714000,533151.14
5/13/2003,13322,13565,13316,13421,13421,48896760100,898313.29
5/14/2003,13428,13483,13336,13459,13459,29934777500,580666.87
5/15/2003,13465,13465,13092,13130,13130,38431742400,688145.78
5/16/2003,13143,13225,12877,13225,13225,35435862600,679036.74
5/19/2003,13179,13182,12732,12746,12746,31547754200,636417.4
5/20/2003,12753,12753,12576,12745,12745,31234027900,592121.7
5/21/2003,12749,13077,12711,13034,13034,26493843400,483062.68
5/22/2003,13031,13173,12971,13101,13101,29300197000,502053.6
5/23/2003,13101,13246,13029,13143,13143,28527978200,567474.19
5/26/2003,13149,13239,12852,12852,12852,22236474000,330322.94
5/27/2003,12861,13321,12859,13246,13246,28737377700,611388.23
5/28/2003,13257,13427,13257,13294,13294,31032811600,596797.25
5/29/2003,13303,13507,13301,13405,13405,37661502600,786248.81
5/30/2003,13413,13541,13312,13422,13422,31844597300,594068.54
6/2/2003,13441,13505,13212,13229,13229,29895089800,640787.19
6/3/2003,13231,13350,13106,13350,13350,30338377600,499059.28
6/4/2003,13386,13760,13374,13718,13718,46400938700,774432.54
6/5/2003,13690,13908,13588,13780,13780,36051690800,680028.19
6/6/2003,13794,14071,13794,13923,13923,31812582700,614906.62
6/9/2003,13926,13979,13810,13846,13846,24760400100,432338.88
6/10/2003,13869,14072,13808,13894,13894,35700911500,708173.47
6/11/2003,13898,13930,13721,13877,13877,29395988500,534283.82
6/12/2003,13901,14007,13738,13983,13983,29819860300,631511.28
6/13/2003,13980,14047,13677,13734,13734,32479560000,549502.89
6/16/2003,13737,13963,13697,13833,13833,26916883800,644939.92
6/17/2003,13843,13973,13732,13777,13777,29842351400,526366.79
6/18/2003,13790,13890,13372,13511,13511,52789593100,777227.49
6/20/2003,13514,13514,13105,13131,13131,27044264200,488281.65
6/23/2003,13132,13273,12895,12991,12991,26687375100,551018.28
6/24/2003,12993,13204,12993,13108,13108,29041429700,530606.08
6/25/2003,13110,13286,13015,13026,13026,43193889000,612653.34
6/26/2003,13031,13237,13030,13112,13112,32488664800,521491.24
6/27/2003,13112,13193,12976,13024,13024,24306551200,407082.78
6/30/2003,13027,13066,12930,12973,12973,18643822000,324596.1
7/1/2003,12967,13291,12893,13291,13291,28019097300,433832.23
7/2/2003,13292,13376,13240,13310,13310,18866394200,413393.27
7/3/2003,13308,13309,13134,13134,13134,17995609500,306626.36
7/4/2003,13135,13292,13067,13281,13281,15145867000,252986.65
7/7/2003,13274,13444,13273,13402,13402,27548417500,586154.53
7/8/2003,13401,13619,13339,13619,13619,21794359000,543530.69
7/10/2003,13622,13622,13407,13501,13501,22822699800,552045.55
7/11/2003,13498,13522,13287,13321,13321,22893874800,429360.28
7/14/2003,13322,13635,13322,13588,13588,19617068200,427675.88
7/15/2003,13593,13736,13568,13614,13614,22610848900,490093.69
7/16/2003,13613,13633,13435,13487,13487,17335721400,420129.03
7/17/2003,13487,13636,13360,13622,13622,24034614800,494083.5
7/18/2003,13622,13809,13622,13794,13794,24711019600,471030.54
7/21/2003,13794,13859,13676,13676,13676,23219841400,479822.74
7/22/2003,13676,13867,13671,13835,13835,22357524800,373444.24
7/23/2003,13852,13942,13755,13799,13799,30811048200,511617.9
7/24/2003,13799,13947,13755,13761,13761,23956873100,430508.85
7/25/2003,13761,13868,13661,13750,13750,25444013000,472225.5
7/28/2003,13752,13783,13605,13643,13643,23103305600,400055.85
7/29/2003,13652,13704,13577,13623,13623,23952988500,502656.16
7/30/2003,13623,13698,13453,13475,13475,20846347200,423534.38
7/31/2003,13475,13615,13475,13572,13572,25241441300,453396.9
8/1/2003,13579,13579,13130,13130,13130,29101586000,545541.3
8/4/2003,13128,13128,12757,12939,12939,27397150100,487681.28
8/5/2003,12940,13112,12940,13059,13059,28631919600,482701.17
8/6/2003,13060,13188,12839,12888,12888,30990252500,499771.28
8/7/2003,12892,13350,12892,13328,13328,27065823500,553829.5
8/8/2003,13333,13513,13333,13500,13500,26553035200,484012.26
8/11/2003,13500,13582,13442,13560,13560,15649008300,332599.83
8/12/2003,13559,13766,13553,13602,13602,21303051600,448430.64
8/13/2003,13597,13858,13542,13682,13682,46448966700,824597.73
8/14/2003,13683,13849,13529,13812,13812,21649114900,622886.45
8/15/2003,13810,13952,13744,13890,13890,20685650500,514249.92
8/18/2003,13900,14147,13900,14146,14146,30995406700,664372.72
8/19/2003,14147,14236,14091,14158,14158,33943210400,725760.36
8/20/2003,14158,14506,14058,14467,14467,38961686900,1028672.2
8/21/2003,14470,14687,14398,14670,14670,45382802900,860933.02
8/22/2003,14670,14765,14589,14613,14613,32164990900,554714.76
8/25/2003,14613,14714,14426,14473,14473,25530910300,415147.5
8/26/2003,14475,14948,14425,14878,14878,37506854200,691723.96
8/27/2003,14876,15143,14876,15143,15143,35546742300,743637.35
8/28/2003,15151,15252,14929,15065,15065,33974112500,793420.43
8/29/2003,15065,15197,14857,15174,15174,30493635300,708953.84
9/1/2003,15174,15374,15075,15352,15352,19429185500,352852.72
9/2/2003,15352,15475,15321,15454,15454,30847001500,649435.83
9/3/2003,15455,15690,15455,15634,15634,44772176400,831634.28
9/4/2003,15635,15884,15564,15705,15705,37283608700,929608.8
9/5/2003,15707,15951,15610,15900,15900,35321694000,673409.61
9/8/2003,15904,16239,15895,16050,16050,47262518700,777510.43
9/9/2003,16051,16062,15699,15718,15718,42617348400,769765.23
9/10/2003,15716,15997,15492,15983,15983,43700701800,821367.52
9/11/2003,15985,16454,15985,16292,16292,47077736600,978673.52
9/12/2003,16283,16508,16058,16421,16421,41591254500,830952.8
9/15/2003,16423,16601,16277,16342,16342,44400173400,931289.18
9/16/2003,16354,16496,16258,16270,16270,38659031200,693159.3
9/17/2003,16280,16492,16225,16492,16492,35219323200,622931.58
9/18/2003,16492,16911,16424,16889,16889,49240945300,939805.91
9/19/2003,16890,17104,16822,16851,16851,39524709500,732949.31
9/22/2003,16850,16850,16450,16486,16486,28510568000,607908.16
9/23/2003,16488,16542,16226,16444,16444,29023602300,588776.96
9/24/2003,16446,16636,16053,16058,16058,28903296200,667014.48
9/25/2003,16058,16203,15775,15806,15806,35051606800,699315.87
9/26/2003,15807,16113,15773,15811,15811,28258723700,594384.55
9/29/2003,15810,16115,15768,16109,16109,20985510000,438336.92
9/30/2003,16109,16287,16010,16011,16011,27241858700,642985.1
10/1/2003,16010,16609,16010,16579,16579,36287122400,767296.28
10/2/2003,16582,17070,16582,16894,16894,54629529400,991948.56
10/3/2003,16898,17290,16898,17089,17089,46192841800,881598.33
10/6/2003,17090,17346,17026,17273,17273,29188223400,614362.1
10/7/2003,17278,17537,17134,17470,17470,51414825100,968214.9
10/8/2003,17474,17952,17474,17805,17805,52943095500,1207647.44
10/9/2003,17805,18060,17553,17708,17708,51930632700,1052639.9
10/10/2003,17699,17834,17496,17676,17676,28486194600,520100.83
10/13/2003,17676,18075,17676,18062,18062,37320660100,593953.74
10/14/2003,18063,18246,18063,18178,18178,36192613400,843257.32
10/15/2003,18176,18313,17819,17942,17942,61429948700,1179851.4
10/16/2003,17944,18075,17834,17955,17955,27847212700,674044.23
10/17/2003,17923,17946,17679,17791,17791,20468959300,502856.16
10/20/2003,17791,18399,17770,18370,18370,36029868000,924544.14
10/21/2003,18370,18660,18370,18449,18449,37671682500,801402.39
10/22/2003,18449,18449,18221,18235,18235,29716924700,684395.68
10/23/2003,18235,18235,17592,17690,17690,40477280400,821432.6
10/24/2003,17687,17835,17340,17814,17814,23213747500,477488.39
10/27/2003,17820,17964,17664,17750,17750,24738003700,559210.87
10/28/2003,17750,18228,17691,18228,18228,26698352700,589621.82
10/29/2003,18228,18454,17945,17945,17945,32734369600,702310.32
10/30/2003,17945,18193,17731,18094,18094,29757202400,596109.05
10/31/2003,18095,18218,17912,17982,17982,26622781400,563723.19
11/3/2003,17983,18517,17983,18517,18517,28879157900,744921.54
11/4/2003,18519,18714,18456,18541,18541,35566556100,765172.03
11/5/2003,18545,18563,18267,18307,18307,34443401700,763436.51
11/6/2003,18307,18680,18307,18613,18613,34959489000,758219.38
11/7/2003,18614,18907,18614,18672,18672,25881446200,585476.54
11/10/2003,18672,18725,18435,18572,18572,25191589700,536435.12
11/11/2003,18572,18572,18261,18409,18409,37300034200,735900.85
11/12/2003,18409,18812,18352,18794,18794,33929286900,811957.99
11/13/2003,18795,19115,18677,18755,18755,43970231200,877203.46
11/14/2003,18763,19052,18712,18986,18986,44196095900,818890.2
11/17/2003,18985,18985,18648,18669,18669,38737515400,648653.29
11/18/2003,18669,19022,18669,18813,18813,35268122000,558760.14
11/19/2003,18819,18857,18610,18807,18807,24904955600,509340.65
11/20/2003,18815,19262,18815,19199,19199,32968017800,648833.15
11/21/2003,19197,19376,19144,19248,19248,29525061600,695377.32
11/24/2003,19258,19730,19258,19691,19691,32745082800,841920.77
11/25/2003,19694,19820,19615,19810,19810,25673005200,705121.75
11/26/2003,19810,20002,19667,19695,19695,23985232400,732425.2
11/27/2003,19695,19961,19616,19961,19961,17928751200,438177.97
11/28/2003,19962,20188,19848,20184,20184,30165481900,637608.1
12/1/2003,20184,20522,20184,20521,20521,34457325100,757209.81
12/2/2003,20523,20630,20354,20458,20458,30230052400,638950.71
12/3/2003,20462,20586,20322,20540,20540,28173571000,693141.02
12/4/2003,20540,20570,20323,20414,20414,24982745700,793003.81
12/5/2003,20418,20922,20418,20880,20880,31507491900,727303.21
12/8/2003,20882,20937,20673,20889,20889,24359286800,627801.18
12/9/2003,20889,21363,20889,21260,21260,41216317400,1134827.73
12/10/2003,21258,21394,20930,20973,20973,46731113700,908390.58
12/11/2003,20971,21459,20971,21296,21296,41665559100,858285.01
12/12/2003,21296,21514,20873,20974,20974,30206264700,681575.49
12/15/2003,20974,21381,20709,20710,20710,36331185300,900103.06
12/16/2003,20710,20842,20544,20760,20760,24615242900,650306.7
12/17/2003,20763,21318,20763,21199,21199,43543490000,1000941.61
12/18/2003,21199,21502,21195,21489,21489,26518908000,705802.24
12/19/2003,21489,21671,21381,21386,21386,26147672500,747576.11
12/22/2003,21386,21630,21344,21630,21630,19821199500,645043.03
12/23/2003,21631,21914,21631,21688,21688,25895129100,698788.85
12/26/2003,21688,21829,21688,21807,21807,9894821500,385738.89
12/29/2003,21815,22046,21815,22045,22045,19802333700,449607.14
12/30/2003,22051,22310,22051,22236,22236,28182205000,651923.16
1/2/2004,22233,22450,22208,22445,22445,13642117900,336641.12
1/5/2004,22445,23532,22445,23532,23532,49309460900,1016239.36
1/6/2004,23532,23976,23180,23576,23576,47021968100,1224360.69
1/7/2004,23576,23899,23320,23320,23320,46167714200,1257439.77
1/8/2004,23334,23718,23122,23717,23717,43560472600,1272437.55
1/9/2004,23722,24088,23710,23917,23917,50222306400,1199568.75
1/12/2004,23896,24323,23892,24237,24237,37729570800,1070569.04
1/13/2004,24237,24518,23867,23940,23940,49587606100,1170649.94
1/14/2004,23947,24010,22878,23399,23399,46382632800,1235408.85
1/15/2004,23400,23400,22962,22962,22962,44432350600,1103335.9
1/16/2004,22964,23243,22687,23155,23155,28972339100,858456.32
1/19/2004,23162,23493,23090,23385,23385,25498803400,702173.21
1/20/2004,23382,23724,23382,23679,23679,26911299400,847939.19
1/21/2004,23680,23680,23213,23302,23302,31737804100,844745.09
1/22/2004,23299,23299,22682,22969,22969,34575437800,984468.21
1/23/2004,22969,23515,22740,23471,23471,28785633300,895012.94
1/26/2004,23471,24350,23471,24350,24350,37988865800,947678.03
1/27/2004,24355,24473,23908,24226,24226,52405065500,1065656.83
1/28/2004,24226,24460,23787,23852,23852,34136572600,940636.56
1/29/2004,23849,23859,22300,22386,22386,51460864000,1317520.38
1/30/2004,22384,22615,21649,21851,21851,42834288400,1056887.84
2/2/2004,21842,21867,21336,21787,21787,32493568500,966567.97
2/3/2004,21794,22287,21794,22281,22281,30007825800,925652.56
2/4/2004,22289,22718,21555,21685,21685,46372172400,971502.06
2/5/2004,21685,21909,21077,21092,21092,41422745500,1072469.28
2/6/2004,21092,21969,20598,21969,21969,37933193700,1095187.51
2/9/2004,21970,22493,21853,21962,21962,37106626700,1035155.65
2/10/2004,21936,22216,21694,22171,22171,34869161100,794160.93
2/11/2004,22173,23241,22057,23197,23197,41268160800,1117178.98
2/12/2004,23197,23374,22929,23063,23063,30806940000,931047.2
2/13/2004,23067,23230,22188,22530,22530,36627887600,1017398.68
2/16/2004,22530,22530,21901,22189,22189,16260704700,587788.2
2/17/2004,22195,22520,22017,22426,22426,41295478300,1177244.6
2/18/2004,22430,22668,21899,22000,22000,52335402200,1320753.39
2/19/2004,21998,21998,20877,20951,20951,43271373300,1135901.81
2/20/2004,20949,21342,20092,21337,21337,43350760100,1079368.42
2/25/2004,21341,21732,21341,21609,21609,12691903600,355025.09
2/26/2004,21608,21608,21180,21450,21450,20645566100,494447.98
2/27/2004,21455,21755,21448,21755,21755,27416149900,749490.93
3/1/2004,21761,22528,21761,22499,22499,33799527300,861542.36
3/2/2004,22496,22714,21942,22442,22442,33910205600,881982.16
3/3/2004,22442,22801,22191,22550,22550,30454338900,1092897.57
3/4/2004,22542,22753,22256,22393,22393,34609364800,1057629.85
3/5/2004,22397,22937,22349,22873,22873,33429113300,954074.5
3/8/2004,22874,23373,22874,22993,22993,29349274300,844398.88
3/9/2004,22993,23094,22503,22674,22674,23479409800,815567.86
3/10/2004,22674,22674,21670,21670,21670,32510114900,896009.86
3/11/2004,21673,21750,20756,20763,20763,39729623500,1086991.1
3/12/2004,20770,21800,20770,21776,21776,34206861900,896357.72
3/15/2004,21776,21836,21162,21234,21234,30391053500,715819.92
3/16/2004,21234,21647,21234,21613,21613,30827807900,701542
3/17/2004,21620,22034,21620,21901,21901,34784216500,846767.56
3/18/2004,21901,22411,21679,22370,22370,34133401800,871057.36
3/19/2004,22370,22470,22217,22261,22261,29131558600,722880.69
3/22/2004,22248,22248,21569,21663,21663,15781051900,529048.21
3/23/2004,21663,21832,21205,21205,21205,36797084500,723549.41
3/24/2004,21202,21317,20834,20985,20985,35925029400,862346.01
3/25/2004,20985,21323,20857,21000,21000,34660574000,959318.86
3/26/2004,21001,21651,21001,21541,21541,31032858300,892045.89
3/29/2004,21544,21817,21435,21531,21531,25737598600,658527.23
3/30/2004,21531,22045,21531,22043,22043,28896982700,767287.07
3/31/2004,22042,22256,21873,22142,22142,38881586000,1100867.08
4/1/2004,22142,22769,22142,22647,22647,39849490700,960002.16
4/2/2004,22650,23034,22629,22949,22949,43531739300,1054949.91
4/5/2004,22949,23260,22773,23146,23146,31466513500,778084.54
4/6/2004,23146,23179,22859,23072,23072,27037135600,735120.45
4/7/2004,23061,23061,22443,22443,22443,25110556500,706876.86
4/8/2004,22451,22740,22307,22725,22725,25442633500,727097.81
4/12/2004,22725,22970,22496,22780,22780,25091069700,644839.82
4/13/2004,22777,22995,22555,22620,22620,23556037100,842969.39
4/14/2004,22618,22618,22165,22312,22312,36043269400,933191.52
4/15/2004,22312,22312,21483,21739,21739,39086327000,1057241.76
4/16/2004,21727,21938,21592,21769,21769,24979774900,707677.08
4/19/2004,21773,21864,21417,21627,21627,39828799300,867134.6
4/20/2004,21627,21665,21068,21078,21078,30385382500,846692.22
4/22/2004,21078,21182,20732,21142,21142,32899438500,1066018.49
4/23/2004,21142,21625,21142,21590,21590,33937253500,721759.41
4/26/2004,21588,21778,21286,21324,21324,20939634200,580338.13
4/27/2004,21324,21715,21254,21317,21317,26882216800,646727.63
4/28/2004,21317,21374,20474,20474,20474,43983523600,1033819.08
4/29/2004,20481,20756,19676,19865,19865,37596306100,1159332.36
4/30/2004,19871,20172,19508,19607,19607,40465099100,1027997.24
5/3/2004,19622,19777,19086,19709,19709,30512500100,774571.22
5/4/2004,19709,20195,19709,19988,19988,29411944600,959402.17
5/5/2004,20013,20342,19835,20026,20026,21321089700,682563.5
5/6/2004,20019,20019,19189,19190,19190,27748973400,821434.28
5/7/2004,19184,19184,18573,18620,18620,31811092600,948887.74
5/10/2004,18616,18616,17601,17604,17604,37699421800,970327.28
5/11/2004,17607,18583,17607,18537,18537,54081171400,1047412.4
5/12/2004,18543,18745,17885,18326,18326,33527830400,909638.16
5/13/2004,18326,18619,17902,18402,18402,30916295600,781135.63
5/14/2004,18421,18952,18421,18611,18611,33159553900,782773.2
5/17/2004,18609,18609,17973,18122,18122,25776217900,700580.76
5/18/2004,18125,18610,18125,18556,18556,27417610100,748115.5
5/19/2004,18602,19120,18602,18688,18688,34790215200,943191.99
5/20/2004,18688,18688,18229,18240,18240,30103452200,771231.65
5/21/2004,18239,18387,18041,18285,18285,22721010000,641475.69
5/24/2004,18288,18670,18288,18669,18669,39081154100,560141.12
5/25/2004,18675,18869,18590,18860,18860,25073133400,683205.03
5/26/2004,18860,19079,18737,19069,19069,25631321300,770226.1
5/27/2004,19069,19763,19061,19734,19734,30516117100,897555.31
5/28/2004,19734,19991,19580,19667,19667,27271238400,927060.38
5/31/2004,19672,19769,19421,19545,19545,9099089400,270257.33
6/1/2004,19545,19613,19177,19546,19546,31708335000,792490.73
6/2/2004,19553,19923,19553,19717,19717,24874068100,831532.81
6/3/2004,19723,19776,19332,19400,19400,18838177500,526527.4
6/4/2004,19404,19902,19404,19819,19819,17611244300,512387.89
6/7/2004,19826,20487,19826,20447,20447,32835323300,704404.93
6/8/2004,20447,20529,20159,20284,20284,23053866900,740961.89
6/9/2004,20269,20298,19797,19865,19865,19475692100,734955.51
6/11/2004,19865,19979,19789,19834,19834,6588806700,201200.92
6/14/2004,19833,19833,19371,19488,19488,18693075700,650993.52
6/15/2004,19496,20047,19496,20047,20047,25148489500,942779.41
6/16/2004,20050,20514,20006,20460,20460,51801684700,1412086.2
6/17/2004,20460,20697,20203,20335,20335,24618820100,758509.06
6/18/2004,20330,20455,20076,20333,20333,12995560400,481664.49
6/21/2004,20336,20654,20274,20293,20293,24270591500,771193.11
6/22/2004,20293,20360,20070,20199,20199,13768338100,470665.17
6/23/2004,20199,20836,20199,20836,20836,29119775100,724411.25
6/24/2004,20837,21068,20681,20708,20708,20278373400,634446.35
6/25/2004,20708,20940,20669,20750,20750,12783891400,459010.57
6/28/2004,20750,20892,20351,20351,20351,18030389000,646899.75
6/29/2004,20352,20833,20352,20801,20801,20061633700,604775.29
6/30/2004,20809,21183,20733,21149,21149,25967495300,938911.15
7/1/2004,21152,21394,21094,21349,21349,33438144900,1013287.56
7/2/2004,21349,21747,21349,21568,21568,29497924200,861142.77
7/5/2004,21565,21775,21429,21670,21670,12115082100,422556.01
7/6/2004,21669,21669,21124,21188,21188,21044243500,715070.3
7/7/2004,21190,21364,21118,21171,21171,19653891400,815948.16
7/8/2004,21167,21167,20821,20887,20887,19616857400,697225.51
7/12/2004,20885,21561,20885,21532,21532,25878062700,984960.4
7/13/2004,21533,21759,21456,21677,21677,22330326700,787115.12
7/14/2004,21676,22090,21373,21673,21673,34116437100,1163285.83
7/15/2004,21679,22198,21679,22065,22065,27172178600,1122483.23
7/16/2004,22064,22676,22064,22447,22447,33942070000,1099284.54
7/19/2004,22445,22518,22045,22102,22102,19415419600,687430.77
7/20/2004,22115,22426,22046,22361,22361,21912696100,705163.8
7/21/2004,22362,22516,21776,21810,21810,28593932200,919183.52
7/22/2004,21821,21938,21490,21730,21730,24666924800,839509.16
7/23/2004,21729,22100,21559,21591,21591,31662576500,786672.84
7/26/2004,21635,21930,21056,21318,21318,22523447800,689272.4
7/27/2004,21325,21813,21236,21737,21737,28113996200,671665.94
7/28/2004,21740,22213,21613,22168,22168,28540706500,927702.16
7/29/2004,22169,22366,22019,22228,22228,21937746500,705114.93
7/30/2004,22224,22534,22111,22337,22337,20337348800,762947.1
8/2/2004,22342,22493,21929,22448,22448,16968316100,608002.39
8/3/2004,22453,22600,22340,22373,22373,25045298100,904375.94
8/4/2004,22370,22523,22159,22178,22178,29598909000,976903.31
8/5/2004,22174,22244,21178,21330,21330,31447543600,1018113.63
8/6/2004,21341,21702,21194,21653,21653,19739887300,734572.96
8/9/2004,21653,21745,21243,21261,21261,19223697300,716859.2
8/10/2004,21261,21737,21261,21737,21737,21050400300,808063.99
8/11/2004,21736,21736,21411,21570,21570,22708189900,941659.07
8/12/2004,21574,21723,21484,21570,21570,21498016600,840774.1
8/13/2004,21570,21706,21307,21401,21401,17485745100,822782.4
8/16/2004,21404,21829,21361,21764,21764,19571173700,815300.44
8/17/2004,21767,22159,21767,22061,22061,20824386600,710927.02
8/18/2004,22059,22779,21898,22779,22779,46337958500,1314243.65
8/19/2004,22779,23285,22772,22935,22935,27211417600,951691.72
8/20/2004,22935,23381,22919,23196,23196,32959133000,1146002.99
8/23/2004,23205,23241,22773,22852,22852,20332171800,733185.11
8/24/2004,22863,23111,22743,22870,22870,27535912700,738666.02
8/25/2004,22870,23166,22745,23058,23058,34664092100,911143.14
